,Unnamed: 0,district,rooms,size,level,max_levels,price
1848,1892,Bunyodkor,1,42.0,3,5,32000.0
1849,1893,Bunyodkor,4,80.0,5,5,48000.0
1850,1894,Bunyodkor,2,42.0,1,4,32000.0
1851,1895,Toshloq,2,98.0,6,8,95000.0
1852,1896,Ulugʻbek,3,70.0,3,4,41000.0
1853,1897,Uchtepa,3,75.0,4,9,62000.0
1854,1898,Zilol,3,130.0,3,9,155000.0
1855,1899,Olmazor,4,120.0,1,4,135000.0
1856,1900,Zargarlik,3,56.0,1,7,45000.0
1857,1901,Do'stlik,3,70.0,1,4,60000.0
1858,1902,Ittifoq,3,98.0,8,10,60000.0
1859,1903,Ulugʻbek,5,100.0,4,4,54000.0
1860,1904,Olmazor,4,121.0,5,9,115000.0
1861,1905,Do'stlik,2,58.0,4,5,33500.0
1862,1906,Olmazor,4,92.0,2,5,55000.0
1863,1907,Zargarlik,3,80.0,8,9,41000.0
1864,1908,Zilol,3,72.0,4,4,41000.0
1865,1909,Hamzaobod,1,41.0,2,2,19000.0
1866,1912,Ulugʻbek,4,83.0,5,5,40000.0
1867,1913,Toshloq,3,72.0,3,4,95000.0
1868,1914,Zilol,3,60.0,4,4,29000.0
1869,1915,Toshloq,3,76.0,5,9,43500.0
1870,1916,Toshloq,1,38.0,2,5,27500.0
1871,1917,Ittifoq,1,27.0,3,3,19500.0
1872,1918,Toshloq,2,58.0,5,5,41000.0
1873,1919,Zilol,4,80.0,5,5,47000.0
1874,1920,Zilol,3,80.0,4,4,88000.0
1875,1921,Zilol,1,36.0,4,4,21000.0
1876,1924,Bunyodkor,1,40.0,2,4,26500.0
1877,1925,Do'stlik,2,52.0,3,4,75000.0
1878,1926,Olmazor,2,65.0,5,9,71000.0
1879,1927,Ittifoq,2,48.0,3,4,31000.0
1880,1928,Do'stlik,2,85.0,5,9,105000.0
1881,1929,Uchtepa,2,59.0,3,6,25408.0
1882,1930,Ittifoq,1,32.0,3,4,30000.0
1883,1931,Olmazor,3,65.0,2,2,32500.0
1884,1932,Olmazor,2,68.0,5,5,44500.0
1885,1933,Шайхантахурский,3,72.0,8,9,55000.0
1886,1934,Do'stlik,2,65.0,3,4,76000.0
1887,1935,Ulugʻbek,3,183.0,3,4,90000.0
1888,1936,Bunyodkor,2,50.0,1,4,40000.0
1889,1937,Ulugʻbek,4,130.0,4,4,80000.0
1890,1938,Uchtepa,1,42.0,4,8,14800.0
1891,1939,Ulugʻbek,3,96.0,4,5,145000.0
1892,1940,Zilol,3,88.0,2,4,132000.0
1893,1941,Ittifoq,2,84.0,3,7,69000.0
1894,1942,Zilol,3,85.0,4,4,84000.0
1895,1943,Do'stlik,2,60.0,6,9,55000.0
1896,1944,Ittifoq,3,77.0,1,4,48000.0
1897,1946,Ittifoq,3,60.0,4,4,57500.0
1898,1947,Ittifoq,4,135.0,4,4,95000.0
1899,1948,Bunyodkor,4,97.0,1,9,82000.0
1900,1949,Toshloq,2,82.0,6,9,49200.0
1901,1950,Bunyodkor,1,40.0,1,4,25500.0
1902,1951,Olmazor,4,130.0,3,9,105000.0
1903,1952,Toshloq,2,64.0,1,5,42000.0
1904,1953,Bunyodkor,3,72.0,4,9,43500.0
1905,1954,Zilol,1,26.0,1,3,17000.0
1906,1955,Zilol,3,100.0,5,7,70000.0
1907,1956,Uchtepa,3,72.0,4,4,80000.0
1908,1957,Olmazor,2,62.0,9,9,46000.0
1909,1958,Olmazor,3,75.0,3,4,75000.0
1910,1959,Zilol,1,35.0,4,4,29000.0
1911,1960,Zilol,1,41.0,1,5,28000.0
1912,1961,Toshloq,1,39.0,1,5,26700.0
1913,1962,Do'stlik,4,94.0,1,9,66000.0
1914,1963,Ulugʻbek,3,70.0,4,4,37500.0
1915,1964,Zilol,3,80.0,3,4,115000.0
1916,1965,Ittifoq,2,50.0,2,4,46000.0
1917,1966,Zilol,4,90.0,2,4,123000.0
1918,1968,Zilol,2,42.0,2,4,81000.0
1919,1969,Zilol,3,90.0,4,7,55500.0
1920,1970,Olmazor,4,121.0,2,8,140000.0
1921,1971,Bunyodkor,4,80.0,3,5,52000.0
1922,1972,Ittifoq,1,30.0,1,3,25000.0
1923,1973,Zilol,3,70.0,3,4,100000.0
1924,1974,Zilol,3,105.0,5,5,100000.0
1925,1975,Zilol,3,72.0,4,5,67000.0
1926,1977,Do'stlik,3,70.0,1,4,72500.0
1927,1978,Toshloq,3,105.0,7,10,135000.0
1928,1979,Zilol,2,55.0,4,4,60000.0
1929,1980,Ittifoq,3,72.0,2,4,54000.0
1930,1981,Zilol,1,40.0,3,4,60000.0
1931,1982,Ittifoq,4,132.0,3,8,88308.0
1932,1983,Шайхантахурский,3,68.41,4,9,60000.0
1933,1984,Ittifoq,3,97.0,4,8,64505.0
1934,1985,Zilol,2,59.0,2,4,57500.0
1935,1986,Ittifoq,3,97.0,3,8,64505.0
1936,1987,Zilol,2,62.0,9,9,56500.0
1937,1988,Ittifoq,3,97.0,7,8,67997.0
1938,1989,Toshloq,2,46.0,3,5,46500.0
1939,1990,Uchtepa,1,45.0,2,5,26000.0
1940,1991,Do'stlik,5,140.0,7,7,77000.0
1941,1992,Toshloq,1,39.0,5,5,26700.0
1942,1993,Шайхантахурский,4,125.0,1,5,118000.0
1943,1994,Olmazor,2,43.0,4,4,20800.0
1944,1995,Uchtepa,3,72.0,8,9,64000.0
1945,1996,Шайхантахурский,5,150.0,2,2,138000.0
1946,1997,Шайхантахурский,2,75.0,4,7,47000.0
1947,1998,Ittifoq,3,97.0,7,8,67997.0
1948,1999,Do'stlik,1,42.0,3,4,48500.0
1949,2000,Toshloq,5,116.0,3,9,88000.0
1950,2001,Ittifoq,3,97.0,2,8,66445.0
1951,2002,Шайхантахурский,3,68.41,4,9,60000.0
1952,2003,Zilol,2,43.0,5,5,49000.0
1953,2004,Ittifoq,4,132.0,1,8,96096.0
1954,2005,Ittifoq,4,132.0,1,8,96096.0
1955,2006,Ittifoq,3,97.0,1,8,72944.0
1956,2007,Olmazor,3,110.0,5,9,105000.0
1957,2008,Ittifoq,3,97.0,1,8,72944.0
1958,2009,Zargarlik,4,96.0,8,9,46000.0
1959,2010,Ittifoq,3,97.0,1,8,72750.0
1960,2011,Uchtepa,1,37.0,2,8,13067.0
1961,2012,Ittifoq,3,97.0,8,8,59849.0
1962,2013,Ittifoq,3,97.0,8,8,59849.0
1963,2014,Bunyodkor,2,57.0,1,4,40000.0
1964,2015,Zilol,3,126.0,5,6,141922.0
1965,2016,Do'stlik,2,55.0,5,5,29500.0
1966,2017,Zilol,2,57.0,5,5,45000.0
1967,2018,Ittifoq,3,97.0,8,8,59849.0
1968,2019,Ittifoq,3,97.0,5,8,61692.0
1969,2020,Do'stlik,3,68.0,3,4,63000.0
1970,2021,Ittifoq,1,24.0,3,3,20000.0
1971,2022,Zilol,3,80.0,2,4,92000.0
1972,2023,Do'stlik,3,100.0,2,4,88000.0
1973,2024,Do'stlik,4,82.0,1,2,104000.0
1974,2025,Olmazor,2,65.0,2,4,85000.0
1975,2026,Do'stlik,4,88.0,4,4,78000.0
1976,2027,Do'stlik,4,90.0,4,5,150000.0
1977,2029,Zargarlik,3,105.6,9,9,45474.0
1978,2030,Toshloq,3,70.0,3,3,55000.0
1979,2031,Toshloq,1,43.0,5,16,38500.0
1980,2032,Toshloq,5,115.0,4,5,70500.0
1981,2033,Uchtepa,3,80.0,2,4,74000.0
1982,2034,Ittifoq,2,42.0,2,4,32500.0
1983,2035,Bunyodkor,2,42.0,1,4,34000.0
1984,2036,Ittifoq,2,40.0,3,4,38500.0
1985,2037,Olmazor,3,83.0,7,9,65000.0
1986,2038,Uchtepa,2,56.0,4,9,53000.0
1987,2039,Bunyodkor,3,115.0,6,9,80000.0
1988,2040,Do'stlik,4,97.0,2,9,80000.0
1989,2041,Ittifoq,6,120.0,1,4,84000.0
1990,2042,Olmazor,4,200.0,6,9,162000.0
1991,2043,Uchtepa,3,75.0,5,9,79000.0
1992,2044,Zilol,3,76.0,2,5,57000.0
1993,2045,Ittifoq,3,54.0,4,4,37000.0
1994,2046,Шайхантахурский,3,72.0,8,9,42500.0
1995,2047,Ulugʻbek,1,40.0,5,5,23500.0
1996,2048,Ulugʻbek,2,60.0,1,4,40000.0
1997,2049,Zilol,2,63.0,4,9,55500.0
1998,2050,Olmazor,5,120.0,8,9,115000.0
1999,2051,Olmazor,4,100.0,2,16,98000.0
2000,2052,Zargarlik,5,120.0,9,9,59000.0
2001,2053,Olmazor,3,105.0,7,7,95000.0
2002,2054,Olmazor,3,94.0,2,7,96000.0
2003,2055,Zilol,3,75.0,4,9,66000.0
2004,2056,Toshloq,2,83.0,5,7,77000.0
2005,2057,Olmazor,3,75.0,6,9,103000.0
2006,2058,Toshloq,4,105.0,1,9,67000.0
2007,2059,Olmazor,2,40.0,1,1,23500.0
2008,2060,Zilol,2,60.0,2,4,78000.0
2009,2061,Olmazor,1,38.0,2,9,38000.0
2010,2062,Toshloq,5,215.0,8,9,165000.0
2011,2063,Do'stlik,3,105.0,3,4,69000.0
2012,2064,Olmazor,2,90.0,9,12,65000.0
2013,2065,Olmazor,3,75.0,9,9,56000.0
2014,2066,Olmazor,3,125.0,4,9,130000.0
2015,2067,Olmazor,2,75.0,3,9,91000.0
2016,2068,Olmazor,2,80.0,1,9,88000.0
2017,2069,Olmazor,3,75.0,9,9,80000.0
2018,2070,Toshloq,3,80.0,11,16,48000.0
2019,2071,Olmazor,2,53.0,3,4,54000.0
2020,2072,Uchtepa,3,140.0,2,4,140000.0
2021,2073,Olmazor,5,120.0,13,16,115000.0
2022,2074,Toshloq,2,70.0,1,9,56000.0
2023,2075,Toshloq,4,150.0,4,16,64000.0
2024,2076,Do'stlik,4,86.0,4,4,63000.0
2025,2077,Uchtepa,3,93.0,2,13,33776.0
2026,2078,Do'stlik,4,110.0,3,9,88000.0
2027,2079,Do'stlik,1,65.0,2,4,75500.0
2028,2080,Do'stlik,2,51.0,3,4,50000.0
2029,2081,Do'stlik,2,60.0,2,9,44500.0
2030,2082,Ittifoq,3,95.0,7,7,40858.0
2031,2083,Zilol,3,80.0,5,5,36000.0
2032,2084,Ittifoq,3,68.0,3,5,42000.0
2033,2085,Zilol,3,86.0,3,4,93000.0
2034,2086,Zilol,5,101.0,6,9,86000.0
2035,2087,Zilol,2,60.0,1,5,71000.0
2036,2088,Do'stlik,1,40.0,2,4,62500.0
2037,2089,Uchtepa,3,70.0,2,5,47000.0
2038,2090,Do'stlik,3,125.0,5,9,110000.0
2039,2091,Toshloq,1,44.0,2,9,27000.0
2040,2092,Do'stlik,2,60.0,9,9,49999.0
2041,2093,Uchtepa,4,94.0,5,9,65000.0
2042,2094,Do'stlik,4,90.0,2,4,78000.0
2043,2095,Do'stlik,3,74.0,4,4,64000.0
2044,2096,Zilol,3,70.0,4,4,32500.0
2045,2097,Zilol,4,100.0,3,4,88000.0
2046,2098,Zilol,1,38.51,3,4,21000.0
2047,2099,Zilol,2,50.0,4,4,26500.0
2048,2100,Do'stlik,4,86.0,2,4,74000.0
2049,2101,Toshloq,5,116.0,3,9,88000.0
2050,2102,Zilol,2,51.0,4,4,25500.0
2051,2103,Toshloq,3,76.0,5,9,43500.0
2052,2104,Zilol,1,34.0,4,4,20500.0
2053,2105,Zilol,3,70.0,2,4,36000.0
2054,2106,Hayrobod,2,28.0,1,4,23000.0
2055,2107,Toshloq,2,52.0,4,5,32500.0
2056,2108,Шайхантахурский,3,72.0,2,9,58500.0
2057,2109,Zilol,3,110.0,4,7,158000.0
2058,2110,Uchtepa,2,58.0,5,5,31000.0
2059,2111,Toshloq,5,113.0,4,5,70000.0
2060,2112,Olmazor,2,50.0,5,6,60000.0
2061,2113,Uchtepa,2,62.0,7,9,33500.0
2062,2114,Zargarlik,2,43.0,2,7,31000.0
2063,2115,Do'stlik,1,34.0,3,4,24500.0
2064,2116,Zilol,3,80.0,7,8,70000.0
2065,2117,Uchtepa,3,75.0,4,9,53000.0
2066,2118,Olmazor,3,67.0,2,4,60000.0
2067,2119,Zilol,1,35.0,3,5,32500.0
2068,2120,Zilol,3,88.0,5,9,105000.0
2069,2121,Ittifoq,4,80.0,3,5,45000.0
2070,2123,Do'stlik,5,105.0,3,5,95000.0
2071,2124,Toshloq,3,90.0,5,5,45000.0
2072,2125,Ittifoq,3,91.0,3,4,49000.0
2073,2126,Zilol,4,95.0,7,9,50000.0
2074,2127,Ittifoq,1,24.0,3,3,20000.0
2075,2128,Olmazor,3,85.0,5,9,74000.0
2076,2129,Bunyodkor,4,92.0,3,4,62000.0
2077,2130,Toshloq,1,44.0,2,9,27000.0
2078,2131,Zargarlik,2,62.0,2,9,37000.0
2079,2132,Olmazor,2,55.0,3,4,51000.0
2080,2133,Olmazor,2,62.0,3,9,53000.0
2081,2134,Ittifoq,3,67.0,4,4,35500.0
2082,2135,Bunyodkor,2,64.0,3,5,38000.0
2083,2136,Olmazor,1,42.0,5,6,60000.0
2084,2137,Uchtepa,4,100.0,3,4,145000.0
2085,2138,Bunyodkor,2,63.0,9,9,33000.0
2086,2139,Zilol,1,40.0,3,3,32500.0
2087,2140,Zilol,1,40.0,3,3,32500.0
2088,2141,Zilol,1,18.0,4,4,12000.0
2089,2142,Ittifoq,4,100.0,4,9,95000.0
2090,2143,Zilol,1,41.0,3,4,31000.0
2091,2144,Zilol,1,39.0,1,4,26000.0
2092,2145,Zilol,1,24.0,2,4,13500.0
2093,2146,Zilol,1,33.0,3,5,25500.0
2094,2147,Zilol,2,45.0,2,4,33505.0
2095,2148,Toshloq,5,116.0,3,9,88000.0
2096,2149,Zilol,2,60.0,1,5,46000.0
2097,2151,Toshloq,2,42.0,5,9,23500.0
2098,2152,Toshloq,2,43.0,5,9,25500.0
2099,2153,Toshloq,2,54.0,2,9,29500.0
2100,2154,Toshloq,2,64.0,1,5,42000.0
2101,2155,Toshloq,4,96.0,2,5,84000.0
2102,2156,Ittifoq,1,30.0,1,4,24500.0
2103,2157,Toshloq,4,110.0,4,8,71800.0
2104,2158,Toshloq,2,36.0,2,5,37000.0
2105,2159,Olmazor,3,100.0,3,7,130000.0
2106,2160,Zargarlik,2,50.0,1,4,37000.0
2107,2161,Zilol,2,65.0,5,5,37000.0
2108,2162,Ittifoq,3,88.0,6,8,55000.0
2109,2163,Zilol,2,64.0,5,5,34000.0
2110,2164,Olmazor,4,100.0,7,9,105000.0
2111,2165,Zilol,3,69.0,4,4,47000.0
2112,2166,Zilol,2,59.0,3,5,44000.0
2113,2167,Zilol,3,62.0,3,4,37000.0
2114,2168,Toshloq,2,36.0,2,4,29500.0
2115,2169,Toshloq,2,51.0,4,4,33500.0
2116,2170,Olmazor,1,38.0,2,9,37000.0
2117,2171,Toshloq,2,59.0,1,2,33500.0
2118,2172,Toshloq,2,42.0,2,2,34500.0
2119,2173,Toshloq,2,45.0,1,2,40000.0
2120,2174,Olmazor,2,52.0,8,8,87000.0
2121,2175,Toshloq,2,53.0,1,9,36500.0
2122,2176,Olmazor,4,120.0,2,8,145000.0
2123,2177,Toshloq,3,106.0,4,6,138000.0
2124,2178,Toshloq,2,42.0,1,2,37000.0
2125,2179,Toshloq,4,100.0,7,9,60000.0
2126,2180,Toshloq,1,40.0,2,5,27500.0
2127,2182,Olmazor,3,105.0,2,8,172000.0
2128,2183,Do'stlik,3,70.0,4,4,64500.0
2129,2184,Olmazor,4,98.0,1,4,64000.0
2130,2185,Toshloq,2,56.0,4,4,37000.0
2131,2186,Olmazor,2,50.0,3,5,38500.0
2132,2187,Zilol,3,74.0,8,9,50000.0
2133,2188,Toshloq,4,131.0,7,8,85000.0
2134,2189,Zilol,2,60.0,3,9,53000.0
2135,2190,Olmazor,4,147.0,3,12,136500.0
2136,2191,Do'stlik,1,42.0,4,4,25000.0
2137,2192,Zilol,3,65.0,4,5,41500.0
2138,2193,Bunyodkor,1,42.0,4,5,25500.0
2139,2194,Zilol,3,74.0,2,9,58000.0
2140,2195,Bunyodkor,2,58.0,2,5,33800.0
2141,2196,Zilol,2,50.0,1,4,36500.0
2142,2197,Ittifoq,3,90.0,5,9,39500.0
2143,2198,Olmazor,2,62.0,9,9,57000.0
2144,2199,Zilol,2,64.0,1,4,65000.0
2145,2200,Ittifoq,3,67.0,4,4,35500.0
2146,2201,Olmazor,4,120.0,1,4,135000.0
2147,2202,Toshloq,2,54.0,1,2,37000.0
2148,2203,Uchtepa,3,63.0,4,5,43500.0
2149,2204,Toshloq,2,55.0,4,5,37000.0
2150,2205,Toshloq,2,60.0,8,9,37000.0
2151,2206,Toshloq,2,48.0,1,4,37500.0
2152,2207,Do'stlik,2,60.0,2,4,75000.0
2153,2208,Zilol,2,47.0,3,9,46500.0
2154,2209,Zilol,2,40.0,2,5,40000.0
2155,2210,Do'stlik,2,55.0,5,5,31500.0
2156,2211,Zilol,2,50.0,2,4,32000.0
2157,2212,Zilol,2,55.0,4,4,32000.0
2158,2213,Zilol,2,60.0,2,4,42000.0
2159,2214,Zilol,1,24.0,3,4,15000.0
2160,2215,Do'stlik,3,81.0,4,4,61500.0
2161,2216,Zilol,2,65.0,3,9,60000.0
2162,2217,Toshloq,2,52.0,9,12,38500.0
2163,2218,Ulugʻbek,3,113.0,3,4,80000.0
2164,2219,Zilol,2,60.0,1,4,39000.0
2165,2220,Ittifoq,2,51.0,1,4,36500.0
2166,2221,Bunyodkor,2,50.0,1,4,36500.0
2167,2222,Olmazor,4,130.0,3,9,105000.0
2168,2223,Zilol,2,55.0,5,5,33000.0
2169,2224,Olmazor,3,113.0,5,5,65000.0
2170,2225,Ittifoq,2,50.0,5,5,42000.0
2171,2226,Ittifoq,2,51.0,1,4,39500.0
2172,2227,Ittifoq,5,100.0,2,4,68000.0
2173,2228,Bunyodkor,2,54.0,3,5,35000.0
2174,2229,Zilol,3,75.0,3,4,67000.0
2175,2231,Toshloq,2,48.0,1,4,39000.0
2176,2232,Do'stlik,3,125.0,3,9,82000.0
2177,2233,Toshloq,2,53.0,9,12,39000.0
2178,2234,Do'stlik,2,60.0,2,9,55000.0
2179,2235,Toshloq,2,53.0,5,8,43000.0
2180,2236,Do'stlik,4,160.0,3,9,105000.0
2181,2237,Toshloq,2,42.0,2,2,39000.0
2182,2238,Toshloq,2,40.0,1,4,40000.0
2183,2239,Toshloq,2,55.0,3,9,40000.0
2184,2240,Olmazor,2,50.0,4,4,47000.0
2185,2241,Toshloq,2,50.0,2,2,41000.0
2186,2242,Ittifoq,1,30.0,2,4,25700.0
2187,2244,Zilol,1,26.0,3,4,22500.0
2188,2245,Zargarlik,2,52.0,2,5,36500.0
2189,2246,Zilol,3,80.0,1,4,110000.0
2190,2247,Zilol,1,40.0,5,5,26500.0
2191,2248,Zilol,1,40.0,4,4,25000.0
2192,2249,Шайхантахурский,4,100.0,5,9,76000.0
2193,2250,Zilol,2,50.0,3,4,42000.0
2194,2251,Toshloq,2,52.0,4,4,41000.0
2195,2252,Olmazor,2,65.0,2,4,66000.0
2196,2253,Zilol,4,140.0,4,5,105000.0
2197,2254,Toshloq,2,48.0,2,3,42000.0
2198,2255,Olmazor,1,45.0,1,4,42000.0
2199,2256,Шайхантахурский,2,74.0,8,9,65000.0
2200,2257,Ittifoq,2,55.0,2,2,44000.0
2201,2258,Zilol,1,40.0,1,4,24000.0
2202,2259,Zilol,1,36.0,2,4,25000.0
2203,2260,Zilol,1,18.0,4,4,12000.0
2204,2261,Zilol,1,31.0,2,3,20000.0
2205,2262,Do'stlik,3,72.0,3,4,75000.0
2206,2263,Do'stlik,3,75.0,1,4,107000.0
2207,2264,Do'stlik,1,43.0,7,9,38000.0
2208,2265,Do'stlik,4,279.0,1,3,150000.0
2209,2266,Uchtepa,1,52.0,4,5,57000.0
2210,2267,Toshloq,2,50.0,7,8,45000.0
2211,2268,Toshloq,2,53.0,4,5,46000.0
2212,2269,Olmazor,3,85.0,2,5,78000.0
2213,2270,Toshloq,2,55.0,2,4,146000.0
2214,2271,Olmazor,3,80.0,3,5,72000.0
2215,2272,Olmazor,3,75.0,4,5,55000.0
2216,2273,Do'stlik,1,43.0,1,4,47500.0
2217,2274,Do'stlik,3,75.0,1,4,95000.0
2218,2275,Zilol,3,110.0,5,5,105000.0
2219,2276,Uchtepa,3,86.0,4,9,89000.0
2220,2277,Toshloq,2,69.0,4,9,47000.0
2221,2278,Ulugʻbek,3,70.0,6,7,57000.0
2222,2279,Zilol,2,60.0,3,5,45000.0
2223,2280,Uchtepa,3,80.0,1,5,78000.0
2224,2281,Olmazor,4,100.0,4,4,68000.0
2225,2282,Toshloq,2,68.0,9,9,47000.0
2226,2283,Toshloq,2,66.0,2,9,47000.0
2227,2284,Olmazor,5,110.0,8,9,83000.0
2228,2285,Uchtepa,3,75.0,6,9,82000.0
2229,2286,Toshloq,2,50.0,2,3,47000.0
2230,2287,Toshloq,2,56.0,4,4,47000.0
2231,2288,Olmazor,4,145.0,5,9,120000.0
2232,2289,Toshloq,2,60.0,5,9,48000.0
2233,2290,Toshloq,2,51.0,4,4,49500.0
2234,2291,Toshloq,2,65.0,2,8,75000.0
2235,2292,Toshloq,2,51.0,5,5,51000.0
2236,2293,Zilol,3,75.0,1,4,90000.0
2237,2294,Olmazor,3,80.0,4,4,88000.0
2238,2295,Olmazor,2,65.0,9,9,55000.0
2239,2296,Uchtepa,2,65.0,5,5,68000.0
2240,2297,Do'stlik,3,75.0,4,4,55000.0
2241,2298,Do'stlik,1,42.0,1,4,50000.0
2242,2299,Olmazor,1,42.0,1,9,46000.0
2243,2300,Olmazor,2,68.0,5,5,44000.0
2244,2301,Olmazor,4,120.0,1,2,130000.0
2245,2302,Uchtepa,2,65.0,1,5,71000.0
2246,2303,Uchtepa,4,95.0,4,5,91000.0
2247,2304,Uchtepa,4,100.0,1,5,98000.0
2248,2305,Olmazor,2,50.0,4,4,47000.0
2249,2306,Toshloq,1,30.0,4,5,33500.0
2250,2307,Toshloq,2,50.0,2,5,52000.0
2251,2308,Olmazor,4,120.0,7,8,95000.0
2252,2309,Uchtepa,2,65.0,5,5,68000.0
2253,2310,Toshloq,3,70.0,2,7,75000.0
2254,2311,Uchtepa,2,52.0,1,4,40000.0
2255,2312,Uchtepa,3,80.0,4,5,90000.0
2256,2313,Zilol,3,75.0,6,7,69000.0
2257,2314,Do'stlik,3,131.0,4,8,125000.0
2258,2315,Zilol,2,62.0,2,4,73000.0
2259,2316,Uchtepa,3,86.0,4,9,89000.0
2260,2317,Toshloq,2,61.0,1,5,54000.0
2261,2318,Zilol,2,50.0,3,4,33500.0
2262,2319,Olmazor,3,130.0,2,8,110000.0
2263,2320,Zilol,2,64.0,5,5,34000.0
2264,2321,Bunyodkor,4,90.0,5,5,42000.0
2265,2322,Zilol,1,33.0,4,4,23000.0
2266,2323,Zilol,2,51.0,3,4,35000.0
2267,2324,Zilol,1,19.0,4,4,20500.0
2268,2325,Zilol,2,38.0,2,4,35500.0
2269,2326,Zilol,1,30.0,5,5,23500.0
2270,2327,Zilol,2,52.0,1,2,31000.0
2271,2328,Toshloq,2,52.0,1,3,54000.0
2272,2329,Toshloq,2,57.0,3,4,54998.0
2273,2330,Uchtepa,2,58.0,4,9,39000.0
2274,2331,Zilol,5,100.0,4,4,48000.0
2275,2332,Zilol,2,60.0,6,9,38500.0
2276,2333,Zilol,2,52.0,5,5,32000.0
2277,2334,Toshloq,1,39.0,1,5,26700.0
2278,2335,Шайхантахурский,4,93.0,9,9,56000.0
2279,2336,Do'stlik,2,63.0,3,4,45000.0
2280,2337,Ittifoq,1,27.0,3,3,19500.0
2281,2338,Olmazor,4,3.0,1,1,50000.0
2282,2339,Do'stlik,3,70.0,3,4,57000.0
2283,2340,Zilol,2,63.0,4,9,46000.0
2284,2341,Zilol,1,23.0,2,3,17500.0
2285,2343,Zilol,3,75.0,3,7,65000.0
2286,2344,Zilol,3,80.0,1,4,92000.0
2287,2345,Do'stlik,1,28.0,3,4,26500.0
2288,2346,Zargarlik,3,90.0,3,9,45000.0
2289,2347,Zilol,2,50.0,2,4,48000.0
2290,2348,Toshloq,3,79.0,8,9,74000.0
2291,2349,Olmazor,5,110.0,5,9,135000.0
2292,2350,Olmazor,3,76.0,7,16,63000.0
2293,2351,Olmazor,4,110.0,9,9,85000.0
2294,2352,Uchtepa,3,87.0,8,9,43000.0
2295,2353,Zargarlik,5,108.0,4,5,46500.0
2296,2354,Olmazor,4,150.0,6,9,145000.0
2297,2355,Toshloq,2,65.0,2,9,48500.0
2298,2356,Ittifoq,2,43.0,2,4,36000.0
2299,2359,Do'stlik,1,40.0,3,5,30000.0
2300,2360,Olmazor,3,100.0,7,9,90000.0
2301,2361,Olmazor,3,105.0,7,8,93000.0
2302,2362,Шайхантахурский,1,43.0,3,4,38500.0
2303,2363,Ulugʻbek,2,53.0,2,4,23500.0
2304,2364,Olmazor,3,80.0,2,4,80000.0
2305,2365,Zargarlik,2,59.0,2,7,25000.0
2306,2366,Toshloq,3,75.0,5,9,47000.0
2307,2367,Ulugʻbek,1,42.0,4,5,22800.0
2308,2368,Zilol,3,83.0,5,8,110000.0
2309,2369,Olmazor,3,80.0,8,9,53000.0
2310,2370,Olmazor,2,60.0,8,9,32000.0
2311,2371,Olmazor,2,60.0,9,9,35000.0
2312,2372,Do'stlik,1,25.0,3,4,23501.0
2313,2373,Olmazor,2,60.0,5,8,42000.0
2314,2374,Zargarlik,2,73.0,3,7,35200.0
2315,2375,Toshloq,4,190.0,7,8,200000.0
2316,2376,Toshloq,2,100.0,8,8,120000.0
2317,2377,Шайхантахурский,2,46.0,5,9,24500.0
2318,2378,Do'stlik,3,60.0,3,4,33200.0
2319,2379,Zilol,3,80.0,7,9,90000.0
2320,2380,Ulugʻbek,3,70.0,2,4,55000.0
2321,2381,Toshloq,3,90.0,3,4,120000.0
2322,2382,Zilol,3,70.0,9,9,45000.0
2323,2383,Toshloq,3,80.0,1,10,95000.0
2324,2384,Toshloq,3,80.0,4,4,80000.0
2325,2385,Olmazor,3,103.0,4,8,103000.0
2326,2386,Olmazor,2,63.0,6,16,76000.0
2327,2387,Toshloq,1,39.0,2,5,26500.0
2328,2388,Toshloq,2,64.0,1,5,42000.0
2329,2389,Toshloq,3,67.0,7,9,47000.0
2330,2390,Toshloq,3,67.0,4,4,52000.0
2331,2391,Toshloq,4,105.0,1,4,135000.0
2332,2392,Шайхантахурский,3,107.0,4,4,75000.0
2333,2394,Uchtepa,2,60.0,4,8,55000.0
2334,2395,Zilol,2,52.0,2,4,40500.0
2335,2396,Do'stlik,3,67.0,4,5,46000.0
2336,2397,Uchtepa,3,70.0,2,9,70000.0
2337,2398,Zilol,3,65.0,9,9,45500.0
2338,2399,Zilol,2,48.0,2,5,39000.0
2339,2400,Zilol,3,70.0,4,5,61000.0
2340,2401,Zargarlik,3,75.0,1,7,60000.0
2341,2403,Zargarlik,6,150.0,1,7,120000.0
2342,2404,Uchtepa,3,80.0,4,9,65000.0
2343,2405,Шайхантахурский,3,92.0,5,8,123000.0
2344,2406,Ulugʻbek,4,96.0,4,4,51999.0
2345,2407,Do'stlik,4,80.0,3,4,95000.0
2346,2408,Do'stlik,2,50.0,7,9,39000.0
2347,2409,Zilol,2,52.0,2,4,40500.0
2348,2410,Шайхантахурский,3,96.0,4,8,110000.0
2349,2411,Ittifoq,2,52.0,3,4,36000.0
2350,2412,Toshloq,4,140.0,9,12,121861.0
2351,2413,Zilol,4,135.0,3,4,129000.0
2352,2414,Шайхантахурский,3,76.0,5,5,60000.0
2353,2415,Ittifoq,3,153.0,2,9,112000.0
2354,2416,Ittifoq,4,107.0,4,4,84000.0
2355,2417,Bunyodkor,1,41.0,1,5,35000.0
2356,2418,Ulugʻbek,4,210.0,4,9,85000.0
2357,2419,Uchtepa,3,79.0,4,9,62000.0
