,Unnamed: 0,district,rooms,size,level,max_levels,price
3957,4068,Ittifoq,3,98.0,8,9,60000.0
3958,4069,Olmazor,1,35.0,4,4,48000.0
3959,4070,Do'stlik,3,80.0,1,5,50000.0
3960,4072,Olmazor,2,65.0,2,9,60000.0
3961,4073,Ittifoq,2,70.0,2,7,56000.0
3962,4074,Ittifoq,3,77.0,1,4,48000.0
3963,4075,Ittifoq,2,50.0,3,5,34500.0
3964,4076,Ittifoq,2,48.0,3,4,31000.0
3965,4077,Ittifoq,2,50.0,3,5,35500.0
3966,4078,Ittifoq,2,60.0,4,5,37500.0
3967,4079,Ittifoq,2,54.0,3,5,36500.0
3968,4080,Ittifoq,1,42.0,4,9,28500.0
3969,4081,Ittifoq,1,36.0,3,5,27500.0
3970,4082,Ulugʻbek,3,58.0,2,9,37751.0
3971,4083,Zilol,3,117.0,2,5,132000.0
3972,4084,Olmazor,6,170.0,8,9,130000.0
3973,4085,Zilol,3,103.0,1,4,170000.0
3974,4086,Ittifoq,2,45.0,1,4,39500.0
3975,4087,Olmazor,2,60.0,2,6,77000.0
3976,4088,Olmazor,4,120.0,1,4,132000.0
3977,4089,Шайхантахурский,2,65.0,2,4,56500.0
3978,4090,Toshloq,2,55.0,4,4,37000.0
3979,4091,Olmazor,3,85.0,5,9,74000.0
3980,4092,Olmazor,4,115.0,5,5,115000.0
3981,4093,Toshloq,2,51.0,2,4,48000.0
3982,4094,Do'stlik,3,73.0,3,5,60000.0
3983,4095,Bunyodkor,2,56.0,3,5,32000.0
3984,4096,Toshloq,1,43.0,5,16,37000.0
3985,4097,Ittifoq,2,46.0,3,4,25000.0
3986,4098,Bunyodkor,1,26.4,1,4,18500.0
3987,4099,Шайхантахурский,2,65.0,3,4,56500.0
3988,4100,Bunyodkor,1,40.0,1,5,25200.0
3989,4101,Шайхантахурский,3,70.0,2,4,55000.0
3990,4102,Zilol,4,92.0,4,5,54600.0
3991,4103,Шайхантахурский,3,75.0,1,9,78000.0
3992,4104,Zilol,3,73.0,7,8,47500.0
3993,4105,Ittifoq,3,67.0,2,4,52500.0
3994,4106,Olmazor,2,60.0,2,6,77000.0
3995,4107,Zargarlik,3,71.0,3,7,52000.0
3996,4108,Zilol,3,75.0,5,5,39000.0
3997,4109,Шайхантахурский,3,75.0,2,4,67000.0
3998,4110,Шайхантахурский,2,65.0,3,4,56000.0
3999,4111,Do'stlik,1,50.0,7,9,36998.0
4000,4112,Ulugʻbek,1,43.0,4,4,27000.0
4001,4113,Do'stlik,2,60.0,2,9,52000.0
4002,4114,Olmazor,2,68.0,8,8,90000.0
4003,4115,Ulugʻbek,4,85.0,3,5,78000.0
4004,4116,Do'stlik,2,55.0,1,3,43500.0
4005,4117,Bunyodkor,2,57.0,5,5,36000.0
4006,4118,Olmazor,4,120.0,1,5,134500.0
4007,4119,Olmazor,2,70.0,7,8,65000.0
4008,4120,Do'stlik,2,58.0,2,4,45000.0
4009,4121,Olmazor,3,108.0,5,10,103000.0
4010,4122,Toshloq,4,90.0,3,4,88000.0
4011,4123,Ulugʻbek,4,100.0,9,9,62500.0
4012,4124,Bunyodkor,1,40.0,1,5,25150.0
4013,4125,Ulugʻbek,3,75.0,1,9,73000.0
4014,4126,Zilol,3,71.0,3,8,53000.0
4015,4127,Zilol,2,78.0,1,4,26500.0
4016,4128,Ittifoq,5,169.0,5,9,93000.0
4017,4129,Do'stlik,2,62.0,3,4,55000.0
4018,4130,Ulugʻbek,2,46.0,4,4,30000.0
4019,4131,Ittifoq,2,70.0,9,12,42000.0
4020,4133,Toshloq,3,70.0,2,5,70000.0
4021,4134,Zilol,3,58.0,1,4,47000.0
4022,4135,Шайхантахурский,2,65.0,3,4,56500.0
4023,4136,Bunyodkor,2,50.0,1,4,36000.0
4024,4137,Zilol,1,42.0,1,4,26500.0
4025,4138,Do'stlik,2,58.0,2,4,41500.0
4026,4139,Olmazor,3,64.0,4,4,38500.0
4027,4140,Zilol,2,50.0,4,4,35000.0
4028,4141,Zilol,3,100.0,6,7,75000.0
4029,4142,Zilol,2,45.0,3,7,45000.0
4030,4143,Zilol,2,38.0,4,5,35000.0
4031,4144,Zilol,4,86.0,2,5,80000.0
4032,4145,Zilol,1,38.0,3,4,42000.0
4033,4146,Do'stlik,2,49.0,2,4,36000.0
4034,4147,Bunyodkor,2,56.0,6,9,34500.0
4035,4148,Zargarlik,3,85.0,1,9,59000.0
4036,4149,Ulugʻbek,2,58.0,4,5,36000.0
4037,4150,Zilol,2,50.0,5,5,35000.0
4038,4151,Uchtepa,2,65.0,3,4,56500.0
4039,4152,Zilol,2,55.0,5,5,35000.0
4040,4153,Шайхантахурский,3,78.0,1,3,98000.0
4041,4154,Ittifoq,2,47.0,2,4,29000.0
4042,4155,Zilol,2,50.0,1,4,30000.0
4043,4156,Zilol,2,45.0,2,5,33500.0
4044,4157,Ittifoq,2,48.0,4,4,32500.0
4045,4158,Bunyodkor,2,42.0,4,5,28500.0
4046,4159,Ittifoq,2,47.0,2,4,38700.0
4047,4160,Olmazor,1,40.0,4,4,46500.0
4048,4161,Zilol,2,66.0,6,9,33500.0
4049,4162,Ittifoq,3,60.0,1,4,41500.0
4050,4163,Ulugʻbek,1,58.0,4,7,46000.0
4051,4164,Do'stlik,2,59.0,2,4,57000.0
4052,4165,Olmazor,4,125.0,2,4,65000.0
4053,4167,Zilol,2,60.0,4,4,34000.0
4054,4168,Olmazor,3,135.0,3,9,88000.0
4055,4169,Zilol,2,50.0,3,4,33000.0
4056,4170,Шайхантахурский,2,78.0,3,5,71000.0
4057,4171,Zilol,2,48.0,4,4,28000.0
4058,4172,Zilol,2,56.0,3,5,31000.0
4059,4173,Zilol,2,45.0,3,7,45000.0
4060,4174,Zilol,4,86.0,2,5,80000.0
4061,4175,Zilol,2,56.0,5,5,31000.0
4062,4176,Zilol,3,72.0,4,4,80000.0
4063,4177,Olmazor,3,75.0,3,4,74000.0
4064,4178,Шайхантахурский,2,47.0,4,4,36000.0
4065,4179,Zilol,2,55.0,2,3,29000.0
4066,4180,Zilol,2,65.0,3,4,47000.0
4067,4181,Zilol,2,55.0,2,2,29500.0
4068,4182,Zilol,3,72.0,4,5,67000.0
4069,4183,Olmazor,2,64.0,4,4,52000.0
4070,4184,Zilol,2,60.0,5,5,31000.0
4071,4185,Do'stlik,4,100.0,3,5,85000.0
4072,4186,Zilol,3,65.0,3,4,38000.0
4073,4187,Ittifoq,1,32.0,2,5,26500.0
4074,4188,Ittifoq,1,42.0,2,5,26000.0
4075,4189,Ittifoq,1,45.0,2,5,29500.0
4076,4190,Ittifoq,1,36.0,1,5,27500.0
4077,4191,Ittifoq,2,50.0,2,4,38500.0
4078,4192,Ittifoq,2,60.0,3,4,38000.0
4079,4193,Ittifoq,2,50.0,1,4,35000.0
4080,4194,Zilol,1,40.0,3,3,30000.0
4081,4195,Zilol,5,100.0,4,4,48000.0
4082,4196,Zilol,3,115.0,2,9,115000.0
4083,4197,Шайхантахурский,3,71.0,2,6,45000.0
4084,4198,Шайхантахурский,4,90.0,5,5,65000.0
4085,4199,Zilol,2,60.0,4,4,44000.0
4086,4200,Шайхантахурский,3,72.0,4,9,60000.0
4087,4201,Do'stlik,2,62.0,1,4,40500.0
4088,4202,Zilol,4,93.0,3,5,62000.0
4089,4203,Ittifoq,3,65.0,5,5,50000.0
4090,4204,Bunyodkor,3,70.0,5,5,40100.0
4091,4205,Hamzaobod,4,94.0,9,9,40000.0
4092,4206,Ittifoq,1,32.0,4,4,25500.0
4093,4207,Bunyodkor,2,72.0,5,12,40000.0
4094,4208,Zilol,2,45.0,1,4,22000.0
4095,4209,Ittifoq,2,46.0,3,5,35000.0
4096,4210,Olmazor,1,45.0,3,9,59000.0
4097,4211,Ittifoq,3,88.0,6,8,50000.0
4098,4212,Uchtepa,3,69.8,2,7,45370.0
4099,4213,Zilol,3,72.0,2,8,48500.0
4100,4214,Do'stlik,1,38.0,4,4,26000.0
4101,4215,Zilol,4,85.0,2,4,69900.0
4102,4216,Uchtepa,2,60.0,2,6,30000.0
4103,4217,Zilol,3,86.0,2,5,57000.0
4104,4218,Шайхантахурский,2,65.0,3,4,56500.0
4105,4219,Uchtepa,2,60.0,6,9,80000.0
4106,4220,Toshloq,2,95.0,8,9,130000.0
4107,4221,Zilol,3,74.0,9,9,54000.0
4108,4222,Toshloq,2,51.14,5,5,56000.0
4109,4223,Bunyodkor,4,80.0,2,5,51500.0
4110,4224,Zilol,3,105.0,5,6,86000.0
4111,4225,Toshloq,2,70.0,8,9,48000.0
4112,4226,Zilol,2,65.0,2,4,68000.0
4113,4227,Zilol,3,80.0,4,4,37000.0
4114,4228,Zilol,2,48.0,1,4,28000.0
4115,4229,Zilol,1,38.0,1,4,39500.0
4116,4230,Ittifoq,1,38.0,2,4,24000.0
4117,4231,Toshloq,3,72.0,1,5,72898.0
4118,4232,Zilol,1,23.8,2,4,21000.0
4119,4233,Bunyodkor,2,50.0,1,4,38000.0
4120,4234,Uchtepa,1,28.0,1,3,19000.0
4121,4235,Do'stlik,3,68.0,4,4,70000.0
4122,4236,Toshloq,4,96.0,9,9,49000.0
4123,4237,Ittifoq,2,52.0,1,4,34500.0
4124,4238,Toshloq,5,118.0,9,9,50000.0
4125,4239,Zilol,2,40.0,1,3,25499.0
4126,4240,Шайхантахурский,2,55.0,4,9,33000.0
4127,4241,Bunyodkor,3,65.0,4,4,34200.0
4128,4242,Olmazor,2,48.6,3,4,43700.0
4129,4243,Zargarlik,2,52.0,1,4,41000.0
4130,4244,Olmazor,3,72.0,3,9,52000.0
4131,4245,Bunyodkor,4,88.0,5,5,45000.0
4132,4246,Шайхантахурский,2,58.0,3,4,57000.0
4133,4247,Ittifoq,2,62.0,3,4,39500.0
4134,4248,Ittifoq,2,60.0,2,5,38500.0
4135,4249,Ittifoq,2,50.0,2,5,35500.0
4136,4250,Ittifoq,2,50.0,2,4,33500.0
4137,4251,Ittifoq,1,36.0,2,4,25500.0
4138,4252,Ittifoq,1,30.0,4,4,24500.0
4139,4253,Ittifoq,1,40.0,3,4,28500.0
4140,4254,Ittifoq,1,42.0,2,5,26500.0
4141,4255,Шайхантахурский,3,72.0,8,9,55000.0
4142,4256,Ittifoq,2,50.0,1,4,35500.0
4143,4257,Ittifoq,3,90.0,8,9,42000.0
4144,4258,Olmazor,2,69.0,9,10,62000.0
4145,4259,Ittifoq,2,56.0,1,4,49000.0
4146,4260,Bunyodkor,2,80.0,8,8,41744.0
4147,4261,Ittifoq,2,57.0,8,9,36000.0
4148,4262,Do'stlik,2,55.0,2,4,33000.0
4149,4263,Toshloq,3,100.0,7,9,77000.0
4150,4264,Toshloq,1,39.0,1,5,27500.0
4151,4265,Ittifoq,2,49.0,1,4,43000.0
4152,4266,Bunyodkor,4,80.0,4,5,40000.0
4153,4267,Шайхантахурский,2,50.0,8,12,31000.0
4154,4269,Ittifoq,2,44.0,1,4,30000.0
4155,4270,Bunyodkor,2,47.0,1,4,31500.0
4156,4271,Olmazor,3,65.0,4,4,35000.0
4157,4272,Do'stlik,2,57.0,3,4,35500.0
4158,4273,Do'stlik,4,90.0,2,4,64000.0
4159,4274,Do'stlik,5,110.0,4,5,58000.0
4160,4275,Uchtepa,2,58.0,2,4,62000.0
4161,4276,Do'stlik,2,58.0,3,9,34000.0
4162,4277,Do'stlik,3,70.0,2,4,55000.0
4163,4278,Olmazor,3,5.0,4,5,46600.0
4164,4279,Olmazor,4,122.0,3,5,65000.0
4165,4280,Toshloq,2,48.0,5,9,23000.0
4166,4281,Bunyodkor,2,72.0,4,6,55000.0
4167,4282,Zargarlik,2,59.0,2,7,25000.0
4168,4283,Toshloq,3,101.0,4,9,65000.0
4169,4284,Olmazor,3,60.0,3,4,40000.0
4170,4285,Шайхантахурский,2,47.0,4,4,36000.0
4171,4286,Olmazor,3,90.0,4,5,46700.0
4172,4287,Olmazor,3,85.0,5,9,74000.0
4173,4288,Bunyodkor,2,50.0,3,4,35000.0
4174,4289,Bunyodkor,2,56.0,6,9,34400.0
4175,4290,Toshloq,2,48.0,5,9,23000.0
4176,4291,Ulugʻbek,3,145.0,1,4,95000.0
4177,4292,Ittifoq,1,32.0,1,4,26000.0
4178,4294,Uchtepa,3,75.0,6,9,58000.0
4179,4295,Zilol,3,77.0,3,5,55000.0
4180,4296,Ulugʻbek,2,58.0,2,9,37000.0
4181,4297,Bunyodkor,1,18.0,4,4,12300.0
4182,4298,Zilol,2,50.0,3,4,33500.0
4183,4299,Zilol,2,50.0,3,5,39000.0
4184,4300,Olmazor,4,120.0,1,4,135000.0
4185,4301,Шайхантахурский,2,68.0,4,4,70000.0
4186,4302,Ittifoq,4,76.0,3,4,59000.0
4187,4303,Zilol,5,110.0,2,4,78800.0
4188,4304,Zargarlik,2,58.0,2,5,34000.0
4189,4305,Uchtepa,1,18.0,3,4,11500.0
4190,4306,Ittifoq,2,60.0,4,9,47000.0
4191,4307,Olmazor,3,100.0,2,4,75000.0
4192,4308,Bunyodkor,2,40.0,5,5,29000.0
4193,4309,Шайхантахурский,4,130.0,7,7,94000.0
4194,4310,Ulugʻbek,3,77.36,1,7,64600.0
4195,4311,Bunyodkor,2,48.0,1,4,36500.0
4196,4312,Zilol,5,213.0,5,6,220000.0
4197,4313,Toshloq,4,86.0,8,9,52000.0
4198,4314,Bunyodkor,2,51.0,1,4,35500.0
4199,4315,Ulugʻbek,3,72.0,1,5,45000.0
4200,4316,Ittifoq,3,58.9,3,4,55000.0
4201,4317,Do'stlik,2,70.0,2,4,68000.0
4202,4318,Ittifoq,4,100.0,3,4,56000.0
4203,4319,Zilol,3,79.0,3,5,75000.0
4204,4320,Uchtepa,3,135.0,8,9,99900.0
4205,4321,Do'stlik,4,177.0,5,5,179000.0
4206,4323,Do'stlik,3,110.0,2,9,100000.0
4207,4324,Uchtepa,5,207.0,5,6,119900.0
4208,4325,Zilol,5,208.0,1,5,119900.0
4209,4326,Ittifoq,3,105.0,5,10,126000.0
4210,4327,Zilol,3,121.0,5,10,109000.0
4211,4328,Olmazor,3,127.0,7,12,135000.0
4212,4329,Zilol,1,30.0,2,4,27300.0
4213,4330,Шайхантахурский,3,100.0,7,9,55000.0
4214,4331,Ittifoq,3,70.0,2,4,56000.0
4215,4332,Ittifoq,3,70.0,2,5,46000.0
4216,4333,Ittifoq,2,54.0,2,5,36500.0
4217,4334,Ittifoq,2,68.0,4,4,38500.0
4218,4335,Ittifoq,2,60.0,4,9,41500.0
4219,4336,Ittifoq,2,50.0,2,5,35500.0
4220,4337,Ittifoq,2,68.0,4,4,38500.0
4221,4338,Ittifoq,1,32.0,2,4,27000.0
4222,4339,Ittifoq,1,46.0,2,4,30500.0
4223,4340,Ittifoq,1,32.0,2,4,28500.0
4224,4341,Olmazor,4,166.0,5,9,129500.0
4225,4342,Ittifoq,1,40.0,4,5,26500.0
4226,4343,Ittifoq,2,45.0,1,4,36500.0
4227,4344,Do'stlik,3,67.0,4,4,40000.0
4228,4345,Toshloq,2,64.0,1,5,42000.0
4229,4346,Ittifoq,2,60.0,5,9,45000.0
4230,4347,Uchtepa,2,70.0,2,4,34500.0
4231,4348,Uchtepa,2,70.0,2,4,35000.0
4232,4349,Uchtepa,2,70.0,2,4,45000.0
4233,4352,Zilol,2,65.0,6,9,55000.0
4234,4353,Do'stlik,1,32.0,1,4,23000.0
4235,4354,Toshloq,2,48.0,5,9,23000.0
4236,4355,Ittifoq,2,42.0,3,4,36000.0
4237,4356,Ittifoq,2,57.0,4,4,37500.0
4238,4357,Toshloq,1,38.0,2,5,26700.0
4239,4358,Ittifoq,3,67.0,5,5,35000.0
4240,4359,Bunyodkor,3,73.0,5,5,38500.0
4241,4360,Olmazor,3,110.0,7,9,70000.0
4242,4361,Bunyodkor,3,72.0,4,9,43500.0
4243,4362,Ittifoq,3,67.0,3,4,57000.0
4244,4363,Ulugʻbek,3,70.0,3,4,48000.0
4245,4364,Zilol,1,41.0,3,4,31000.0
4246,4365,Zilol,2,60.0,5,9,42000.0
4247,4366,Zilol,2,42.0,5,5,31000.0
4248,4367,Ittifoq,3,70.0,3,4,65000.0
4249,4368,Ittifoq,3,100.0,3,9,79000.0
4250,4369,Ittifoq,2,54.0,3,4,36500.0
4251,4370,Ittifoq,3,62.0,4,4,42500.0
4252,4371,Ittifoq,2,43.0,4,4,35000.0
4253,4372,Ittifoq,2,50.0,5,5,42000.0
4254,4373,Ittifoq,2,58.0,4,9,47000.0
4255,4374,Ittifoq,2,52.0,5,5,45000.0
4256,4375,Zargarlik,4,95.0,5,9,46500.0
4257,4376,Ittifoq,4,84.0,3,4,62000.0
4258,4377,Ittifoq,1,25.0,3,9,21500.0
4259,4378,Ittifoq,4,100.0,5,9,56000.0
4260,4379,Bunyodkor,2,50.0,3,5,36000.0
4261,4380,Bunyodkor,2,50.0,4,4,38000.0
4262,4381,Ittifoq,2,48.0,1,4,36500.0
4263,4382,Ittifoq,2,67.0,1,9,48000.0
4264,4383,Bunyodkor,3,72.0,5,9,38000.0
4265,4384,Bunyodkor,3,79.0,3,4,50000.0
4266,4385,Bunyodkor,2,40.0,1,4,33000.0
4267,4386,Bunyodkor,3,80.0,12,12,40000.0
4268,4387,Ittifoq,3,60.0,1,5,53500.0
4269,4388,Zilol,4,187.0,2,5,210000.0
4270,4389,Olmazor,4,112.0,4,9,87000.0
4271,4390,Do'stlik,1,50.0,7,9,37400.0
4272,4391,Ittifoq,2,52.0,3,4,42500.0
4273,4392,Do'stlik,4,100.0,4,4,72500.0
4274,4393,Olmazor,3,61.0,4,4,60000.0
4275,4394,Hayrobod,3,56.0,5,7,41000.0
4276,4395,Zilol,1,47.0,2,9,42000.0
4277,4396,Toshloq,2,48.0,5,9,23000.0
4278,4397,Do'stlik,3,72.0,3,4,68000.0
4279,4398,Toshloq,1,33.0,4,5,32000.0
4280,4399,Bunyodkor,5,27.7,1,1,85000.0
4281,4400,Ulugʻbek,4,80.0,2,4,47000.0
4282,4401,Шайхантахурский,3,83.0,3,9,44500.0
4283,4402,Zilol,2,57.85,2,7,38600.0
4284,4403,Do'stlik,4,83.0,3,5,55500.0
4285,4404,Ittifoq,5,190.0,1,9,150000.0
4286,4405,Zilol,3,64.0,3,5,47000.0
4287,4406,Zilol,2,55.0,2,4,35000.0
4288,4407,Zargarlik,3,78.0,8,9,42000.0
4289,4408,Zilol,2,60.0,3,5,38000.0
4290,4409,Do'stlik,3,90.18,4,5,46500.0
4291,4410,Do'stlik,3,70.0,3,4,47000.0
4292,4411,Ittifoq,2,42.0,1,3,35000.0
4293,4412,Bunyodkor,1,26.4,1,4,18500.0
4294,4413,Olmazor,2,54.0,2,4,65000.0
4295,4414,Olmazor,4,98.0,5,9,106000.0
4296,4415,Ittifoq,2,48.0,2,4,35500.0
4297,4416,Toshloq,2,78.0,4,8,100000.0
4298,4417,Ittifoq,2,57.0,8,9,35000.0
4299,4418,Toshloq,4,135.0,5,6,70000.0
4300,4419,Шайхантахурский,4,172.0,2,4,150000.0
4301,4420,Olmazor,2,54.0,3,4,39900.0
4302,4421,Toshloq,2,48.0,5,9,23000.0
4303,4422,Шайхантахурский,3,82.0,2,8,115000.0
4304,4423,Ulugʻbek,3,125.0,1,8,115000.0
4305,4424,Do'stlik,2,57.0,6,9,68000.0
4306,4425,Olmazor,2,60.0,4,9,79000.0
4307,4426,Olmazor,2,56.0,4,4,60000.0
4308,4427,Olmazor,2,112.0,9,9,90000.0
4309,4428,Olmazor,3,68.0,9,9,90000.0
4310,4429,Ittifoq,2,55.0,1,4,31500.0
4311,4430,Olmazor,3,105.0,1,5,90000.0
4312,4432,Do'stlik,2,45.0,2,5,39500.0
4313,4433,Toshloq,3,91.0,6,8,135000.0
4314,4434,Шайхантахурский,4,200.0,5,9,150000.0
4315,4435,Zilol,4,124.0,1,10,155000.0
4316,4436,Do'stlik,1,38.0,4,5,25500.0
4317,4437,Toshloq,1,38.0,2,5,26700.0
4318,4438,Ittifoq,2,50.0,1,4,38000.0
4319,4439,Olmazor,2,65.0,3,9,54000.0
4320,4440,Do'stlik,3,80.0,3,7,72000.0
4321,4441,Uchtepa,2,65.0,4,9,55000.0
4322,4442,Olmazor,3,75.0,2,4,74000.0
4323,4443,Toshloq,2,40.0,1,4,37000.0
4324,4444,Bunyodkor,4,100.0,1,4,57700.0
4325,4445,Olmazor,3,90.0,7,9,77000.0
4326,4446,Do'stlik,3,100.0,4,8,88000.0
4327,4447,Toshloq,2,48.0,5,9,23000.0
4328,4448,Olmazor,4,120.0,5,9,145000.0
4329,4450,Do'stlik,3,65.0,3,4,76000.0
4330,4451,Zilol,2,59.0,4,8,42000.0
4331,4452,Toshloq,2,64.0,1,5,42000.0
4332,4453,Ittifoq,4,105.0,6,9,60000.0
4333,4454,Ittifoq,3,78.0,7,9,55000.0
4334,4455,Toshloq,4,100.0,6,9,70000.0
4335,4456,Ittifoq,3,78.0,5,9,50000.0
4336,4457,Ittifoq,2,80.0,8,8,48000.0
4337,4458,Toshloq,2,48.0,5,9,23000.0
4338,4459,Toshloq,2,51.0,1,5,57000.0
4339,4460,Toshloq,3,75.0,3,9,53500.0
4340,4461,Toshloq,1,39.0,1,5,27500.0
4341,4462,Toshloq,2,48.0,5,9,23000.0
4342,4463,Do'stlik,4,90.0,4,5,56000.0
4343,4464,Toshloq,1,39.0,2,5,26700.0
4344,4465,Toshloq,2,48.0,5,9,23000.0
4345,4466,Bunyodkor,3,72.0,3,9,45500.0
4346,4467,Toshloq,2,98.0,6,9,160000.0
4347,4468,Zilol,3,78.0,5,5,38000.0
4348,4469,Do'stlik,2,60.0,2,4,75000.0
4349,4470,Ittifoq,2,50.0,2,4,36000.0
4350,4471,Do'stlik,1,38.0,4,4,26500.0
4351,4472,Do'stlik,1,38.0,4,4,26500.0
4352,4473,Uchtepa,3,62.0,6,7,58000.0
4353,4474,Hamzaobod,3,71.2,6,9,27500.0
4354,4475,Do'stlik,2,65.0,4,4,38000.0
4355,4476,Olmazor,2,65.0,4,9,79000.0
4356,4477,Toshloq,2,56.0,4,8,36000.0
4357,4478,Zargarlik,2,70.0,4,9,29500.0
4358,4479,Zilol,2,50.0,3,4,33000.0
4359,4480,Ulugʻbek,3,69.46,1,4,39000.0
4360,4481,Zargarlik,5,120.0,6,9,105000.0
4361,4482,Toshloq,2,48.0,5,9,23000.0
4362,4483,Uchtepa,3,83.0,2,6,38663.0
4363,4485,Zilol,2,90.0,9,25,135500.0
4364,4486,Ittifoq,3,65.0,3,4,37000.0
4365,4488,Olmazor,4,95.0,6,9,70000.0
4366,4489,Bunyodkor,2,52.0,3,4,37000.0
4367,4490,Ittifoq,2,48.0,3,4,33500.0
4368,4491,Olmazor,1,33.0,2,5,30000.0
4369,4492,Ittifoq,2,52.0,2,5,37500.0
4370,4493,Olmazor,3,85.0,1,9,85000.0
4371,4494,Ulugʻbek,3,82.0,3,9,48000.0
4372,4495,Bunyodkor,2,52.0,3,4,40000.0
4373,4496,Toshloq,2,45.0,1,4,40000.0
4374,4497,Ittifoq,2,57.0,4,4,37500.0
4375,4498,Ittifoq,2,50.0,2,5,37500.0
4376,4499,Ittifoq,2,50.0,1,5,36000.0
4377,4500,Ittifoq,1,42.0,2,5,29500.0
4378,4501,Ittifoq,1,34.0,3,4,28500.0
4379,4502,Ittifoq,1,42.0,4,5,25500.0
4380,4503,Bunyodkor,2,54.0,3,4,37500.0
4381,4504,Ittifoq,2,53.0,2,4,34000.0
4382,4505,Toshloq,1,38.0,2,5,26700.0
4383,4506,Uchtepa,1,39.0,5,5,23500.0
4384,4507,Uchtepa,3,69.0,5,5,50000.0
4385,4508,Bunyodkor,2,48.0,1,4,37000.0
4386,4509,Toshloq,2,60.0,4,4,75000.0
4387,4510,Ulugʻbek,2,56.0,2,4,36000.0
4388,4511,Uchtepa,2,50.0,1,3,28000.0
4389,4512,Bunyodkor,2,48.0,3,4,38000.0
4390,4513,Bunyodkor,1,26.0,1,4,19000.0
4391,4514,Zilol,3,70.0,9,9,48000.0
4392,4515,Uchtepa,1,20.0,2,4,15500.0
4393,4516,Ittifoq,2,52.0,1,4,49000.0
4394,4517,Uchtepa,3,70.0,9,9,35900.0
4395,4518,Do'stlik,2,55.0,1,2,26500.0
4396,4519,Ittifoq,1,28.0,2,2,21500.0
4397,4520,Ittifoq,2,45.0,1,4,42000.0
4398,4521,Do'stlik,2,54.0,1,4,38500.0
4399,4522,Toshloq,2,60.0,1,4,56000.0
4400,4523,Uchtepa,4,107.0,9,12,62000.0
4401,4524,Do'stlik,2,65.0,2,4,38500.0
4402,4525,Ittifoq,2,45.0,3,4,37500.0
4403,4526,Do'stlik,2,56.0,3,4,39000.0
4404,4527,Do'stlik,2,55.0,1,9,41000.0
4405,4528,Toshloq,2,48.0,5,9,23000.0
4406,4529,Zilol,3,85.0,4,4,88000.0
4407,4530,Do'stlik,2,58.0,2,4,41000.0
4408,4531,Ittifoq,2,48.0,1,4,40000.0
4409,4532,Bunyodkor,3,68.0,2,4,40000.0
4410,4533,Do'stlik,3,70.0,3,4,75000.0
4411,4534,Do'stlik,2,65.0,5,9,42000.0
4412,4535,Ittifoq,2,50.0,2,4,36500.0
4413,4536,Do'stlik,2,60.0,3,5,44000.0
4414,4537,Шайхантахурский,3,110.0,3,7,105000.0
4415,4538,Шайхантахурский,4,100.0,1,9,77501.0
4416,4539,Do'stlik,2,50.0,4,4,33000.0
4417,4540,Do'stlik,2,58.0,2,5,35000.0
4418,4541,Ittifoq,2,48.0,3,4,42000.0
4419,4542,Ittifoq,4,72.0,2,4,67000.0
4420,4543,Do'stlik,2,83.0,1,9,63000.0
4421,4544,Zilol,4,141.0,3,9,93000.0
4422,4545,Bunyodkor,4,80.0,5,5,57000.0
4423,4546,Olmazor,3,160.0,4,9,198000.0
4424,4547,Toshloq,3,92.0,12,16,50000.0
4425,4548,Zargarlik,3,57.0,5,7,45500.0
4426,4549,Zargarlik,4,140.0,5,5,45000.0
4427,4550,Do'stlik,3,86.0,4,4,48000.0
4428,4551,Toshloq,2,60.0,3,4,55000.0
4429,4553,Toshloq,3,84.0,4,4,55000.0
4430,4554,Olmazor,4,175.0,7,12,125000.0
4431,4555,Do'stlik,3,72.0,1,4,68000.0
4432,4556,Bunyodkor,2,72.0,5,12,40000.0
4433,4557,Olmazor,2,55.0,1,4,35000.0
4434,4558,Zilol,2,60.0,1,9,58000.0
4435,4560,Toshloq,3,93.0,5,8,98000.0
4436,4561,Uchtepa,1,36.0,1,9,22000.0
4437,4562,Do'stlik,3,105.0,1,6,107000.0
4438,4563,Zargarlik,4,104.0,2,9,68000.0
4439,4564,Olmazor,3,85.0,7,9,64000.0
4440,4565,Zilol,2,38.0,4,5,33000.0
4441,4566,Do'stlik,1,38.0,3,4,42000.0
4442,4567,Шайхантахурский,2,65.0,3,4,56500.0
4443,4568,Olmazor,4,200.0,4,5,125000.0
4444,4569,Шайхантахурский,1,70.0,6,7,57500.0
4445,4570,Zilol,2,52.0,2,4,31000.0
4446,4571,Uchtepa,3,66.0,3,4,39500.0
4447,4572,Do'stlik,1,21.0,4,4,12500.0
4448,4573,Olmazor,2,65.0,1,2,29000.0
4449,4574,Toshloq,2,48.0,5,9,23000.0
4450,4575,Zilol,2,82.0,4,6,125000.0
4451,4576,Ulugʻbek,3,80.0,3,4,46000.0
4452,4577,Ulugʻbek,2,60.0,4,5,33000.0
4453,4578,Ittifoq,1,36.0,1,4,22500.0
4454,4579,Zilol,1,34.0,3,3,20000.0
4455,4580,Ittifoq,2,56.0,2,4,33000.0
4456,4581,Do'stlik,4,83.0,5,5,55000.0
4457,4582,Шайхантахурский,3,67.0,1,5,47000.0
4458,4583,Шайхантахурский,2,31.0,3,3,40000.0
4459,4584,Ulugʻbek,3,73.8,5,5,45000.0
